location,size,total_sqft,bath,price,bhk,price_per_sqft
Deccan Gymkhana,2 BHK,977.0,2.0,36.0,2,3684.74923234391
Dehu Road,2 BHK,674.0,1.0,19.9,2,2952.522255192878
Dhankawadi,3 Bedroom,600.0,3.0,83.0,3,13833.333333333334
Dhayari Phata,4 Bedroom,2540.0,4.0,115.0,4,4527.55905511811
Dhole Patil Road,2 BHK,1290.0,2.0,100.0,2,7751.937984496124
Erandwane,3 Bedroom,600.0,3.0,98.0,3,16333.333333333334
Fatima Nagar,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Fergusson College Road,2 BHK,700.0,1.0,35.0,2,5000.0
Ganesh Peth,2 BHK,1463.0,1.0,142.0,2,9706.083390293916
Ganeshkhind,3 Bedroom,1000.0,3.0,140.0,3,14000.0
Ghorpade Peth,3 BHK,1306.0,2.0,58.0,3,4441.04134762634
Ghorpadi,3 BHK,2401.0,3.0,185.0,3,7705.12286547272
Gokhale Nagar,4 Bedroom,1670.0,3.0,135.0,4,8083.832335329342
Gultekdi,3 BHK,1875.0,2.0,235.0,3,12533.333333333334
Guruwar peth,3 Bedroom,1200.0,3.0,90.0,3,7500.0
Hadapsar,3 BHK,1804.0,3.0,121.0,3,6707.317073170731
Hadapsar Industrial Estate,3 BHK,2065.0,4.0,210.0,3,10169.49152542373
Hingne Khurd,3 BHK,1225.0,3.0,40.0,3,3265.3061224489797
Jangali Maharaj Road,2 BHK,1185.5,2.0,58.68,2,4949.810206663855
Kalyani Nagar,2 BHK,900.0,2.0,56.0,2,6222.222222222223
Karve Nagar,2 BHK,1350.0,2.0,91.0,2,6740.740740740741
Karve Road,1 BHK,700.0,1.0,36.0,1,5142.857142857143
Kasba Peth,2 BHK,1005.0,2.0,35.175,2,3499.9999999999995
Katraj,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
Khadaki,3 BHK,1680.0,3.0,99.27,3,5908.928571428572
Khadki,2 BHK,1043.0,2.0,55.0,2,5273.250239693192
Kharadi,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Kondhwa,2 BHK,1040.0,2.0,46.0,2,4423.076923076923
Kondhwa Budruk,3 BHK,1357.0,2.0,65.0,3,4789.977892409727
Kondhwa Khurd,7 Bedroom,1600.0,7.0,104.0,7,6500.0
Koregaon Park,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
Kothrud,9 Bedroom,1500.0,6.0,80.0,9,5333.333333333333
Law College Road,2 BHK,1130.0,2.0,40.0,2,3539.8230088495575
Laxmi Road,4 Bedroom,2500.0,4.0,150.0,4,6000.0
Lulla Nagar,3 BHK,1700.0,3.0,120.0,3,7058.823529411765
Mahatma Gandhi Road,3 BHK,1549.0,3.0,65.0,3,4196.255648805681
Mangalwar peth,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
Manik Bagh,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Market yard,2 BHK,1180.0,2.0,100.0,2,8474.57627118644
Model colony,7 Bedroom,780.0,7.0,150.0,7,19230.76923076923
Mukund Nagar,3 BHK,1800.0,3.0,150.0,3,8333.333333333334
Mundhawa,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
Nagar Road,1 BHK,890.0,1.0,75.0,1,8426.966292134832
Nana Peth,2 BHK,1005.0,2.0,39.59,2,3939.303482587065
Narayan Peth,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
Narayangaon,4 BHK,1475.0,2.0,50.0,4,3389.830508474576
Padmavati,2 BHK,1110.0,2.0,51.0,2,4594.594594594595
Parvati Darshan,2 Bedroom,1300.0,2.0,54.0,2,4153.846153846154
Pashan,5 Bedroom,600.0,3.0,86.0,5,14333.333333333334
Paud Road,2 BHK,1128.0,2.0,65.35,2,5793.439716312056
Pirangut,2 BHK,1452.19,2.0,100.0,2,6886.151261198604
Prabhat Road,3 Bedroom,2400.0,3.0,290.0,3,12083.333333333334
Pune Railway Station,3 BHK,2600.0,4.0,135.0,3,5192.307692307692
Rasta Peth,3 BHK,2500.0,4.0,325.0,3,13000.0
Raviwar Peth,2 BHK,630.0,1.0,35.0,2,5555.555555555556
Sadashiv Peth,2 BHK,1243.0,2.0,48.5,2,3901.850362027353
Sahakar Nagar,2 BHK,960.0,2.0,32.0,2,3333.3333333333335
Salunke Vihar,3 BHK,1690.0,3.0,100.0,3,5917.15976331361
Sasson Road,2 BHK,735.0,2.0,35.0,2,4761.9047619047615
Satara Road,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
Senapati Bapat Road,5 BHK,2849.0,5.0,300.0,5,10530.01053001053
Shaniwar Peth,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Shivaji Nagar,3 BHK,1570.0,3.0,68.0,3,4331.210191082802
Shukrawar Peth,2 BHK,850.0,1.0,32.0,2,3764.705882352941
Sinhagad Road,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
Somwar Peth,2 BHK,1418.0,2.0,104.0,2,7334.273624823695
Swargate,2 BHK,1050.0,2.0,42.0,2,4000.0
Tilak Road,2 BHK,1065.0,2.0,42.6,2,4000.0
Uruli Devachi,3 BHK,1340.0,3.0,90.0,3,6716.417910447762
Vadgaon Budruk,3 BHK,1610.0,3.0,92.0,3,5714.285714285715
Wadgaon Sheri,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
Viman Nagar,2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
Vishrant Wadi,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Wagholi,3 BHK,1455.0,3.0,61.5,3,4226.80412371134
Wakadewadi,1 BHK,734.0,1.0,19.82,1,2700.272479564033
Wanowrie,2 BHK,799.0,2.0,38.0,2,4755.944931163955
Warje,3 BHK,1896.0,3.0,75.0,3,3955.6962025316457
Yerawada,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Alandi Road,2 BHK,1350.0,2.0,79.0,2,5851.851851851852
Ambegaon Budruk,3 BHK,1355.0,3.0,61.0,3,4501.845018450184
Anandnagar,2 BHK,1128.0,2.0,65.0,2,5762.41134751773
Aundh,2 Bedroom,1350.0,2.0,90.0,2,6666.666666666667
Aundh Road,3 BHK,3875.0,3.0,864.0,3,22296.774193548386
Balaji Nagar,3 BHK,1493.0,3.0,82.0,3,5492.297387809779
Baner,2 BHK,1098.0,2.0,43.91,2,3999.089253187614
Baner road,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
Bhandarkar Road,3 BHK,1460.0,3.0,88.0,3,6027.397260273972
Bhavani Peth,3 BHK,2350.0,4.0,285.0,3,12127.659574468085
Bibvewadi,5 Bedroom,1600.0,5.0,140.0,5,8750.0
Bopodi,2 BHK,1091.0,2.0,32.0,2,2933.0889092575617
Budhwar Peth,2 BHK,1180.0,2.0,42.0,2,3559.322033898305
Bund Garden Road,2 BHK,1366.0,3.0,76.85,2,5625.915080527086
Camp,3 BHK,1685.0,3.0,95.0,3,5637.982195845697
Chandan Nagar,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
Dapodi,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
Deccan Gymkhana,3 Bedroom,1330.0,4.0,140.0,3,10526.315789473685
Dehu Road,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Dhankawadi,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
Dhayari Phata,1 BHK,630.0,1.0,13.86,1,2200.0
Erandwane,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
Fatima Nagar,5 Bedroom,2350.0,2.0,423.0,5,18000.0
Fergusson College Road,2 BHK,755.0,1.0,34.0,2,4503.311258278146
Ganesh Peth,5 Bedroom,800.0,5.0,98.0,5,12250.0
Ganeshkhind,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Ghorpade Peth,3 BHK,3850.0,5.0,316.0,3,8207.792207792209
Ghorpadi,4 BHK,4235.0,4.0,365.0,4,8618.654073199528
Gokhale Nagar,1 Bedroom,800.0,1.0,52.0,1,6500.0
Gultekdi,3 BHK,2250.0,3.0,195.0,3,8666.666666666666
Guruwar peth,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
Hadapsar,3 BHK,2002.0,3.0,112.0,3,5594.4055944055945
Hadapsar Industrial Estate,4 Bedroom,4000.0,5.0,280.0,4,7000.0
Hingne Khurd,2 BHK,1060.0,2.0,45.0,2,4245.2830188679245
Jangali Maharaj Road,3 BHK,1419.59,2.0,59.0,3,4156.129586711656
Kalyani Nagar,2 BHK,1196.0,2.0,51.15,2,4276.755852842809
Karve Nagar,3 BHK,1220.0,2.0,35.24,3,2888.5245901639346
Karve Road,3 BHK,1595.0,3.0,75.0,3,4702.194357366771
Kasba Peth,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Katraj,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Khadaki,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
Khadki,2 BHK,1180.0,2.0,52.0,2,4406.779661016949
Kharadi,4 Bedroom,4000.0,5.0,150.0,4,3750.0
Kondhwa,3 BHK,1662.0,3.0,85.0,3,5114.320096269555
Kondhwa Budruk,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Kondhwa Khurd,4 Bedroom,1080.0,4.0,75.0,4,6944.444444444444
Koregaon Park,3 BHK,1862.0,3.0,119.0,3,6390.977443609023
Kothrud,2 BHK,1419.0,2.0,48.0,2,3382.663847780127
Law College Road,3 BHK,1410.0,3.0,43.71,3,3100.0
Laxmi Road,3 BHK,1560.0,2.0,62.4,3,4000.0
Lulla Nagar,5 Bedroom,1100.0,4.0,150.0,5,13636.363636363636
Mahatma Gandhi Road,3 BHK,1634.0,3.0,78.0,3,4773.561811505508
Mangalwar peth,5 Bedroom,5530.0,5.0,627.0,5,11338.155515370705
Manik Bagh,3 BHK,1150.0,2.0,44.0,3,3826.086956521739
Market yard,2 BHK,1100.0,2.0,53.0,2,4818.181818181818
Model colony,3 BHK,1616.0,3.0,65.0,3,4022.2772277227723
Mukund Nagar,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
Mundhawa,3 BHK,1798.0,3.0,120.0,3,6674.082313681869
Nagar Road,3 BHK,1675.0,3.0,75.0,3,4477.611940298508
Nana Peth,2 Bedroom,792.0,2.0,70.0,2,8838.38383838384
Narayan Peth,5 BHK,2000.0,4.0,103.0,5,5150.0
Narayangaon,7 Bedroom,600.0,7.0,89.0,7,14833.333333333334
Navi Peth,3 BHK,1700.0,3.0,124.0,3,7294.117647058823
Padmavati,2 BHK,1248.0,2.0,69.0,2,5528.846153846154
Parvati Darshan,2 BHK,1147.0,2.0,54.0,2,4707.933740191805
Pashan,2 BHK,1100.0,2.0,40.0,2,3636.3636363636365
Paud Road,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
Pirangut,5 Bedroom,2400.0,5.0,235.0,5,9791.666666666666
Prabhat Road,1 BHK,525.0,1.0,25.0,1,4761.9047619047615
Pune Railway Station,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
Rasta Peth,2 BHK,1118.0,2.0,37.5,2,3354.2039355992843
Raviwar Peth,3 BHK,1476.0,3.0,75.0,3,5081.30081300813
Sadashiv Peth,3 BHK,2100.0,3.0,75.0,3,3571.4285714285716
Sahakar Nagar,3 BHK,1215.0,2.0,46.5,3,3827.1604938271603
Salunke Vihar,2 BHK,1332.0,2.0,79.0,2,5930.930930930931
Sasson Road,2 BHK,1350.0,2.0,49.0,2,3629.6296296296296
Satara Road,4 Bedroom,600.0,4.0,81.0,4,13500.0
Senapati Bapat Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Shaniwar Peth,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
Shivaji Nagar,3 Bedroom,1500.0,2.0,200.0,3,13333.333333333334
Shukrawar Peth,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Sinhagad Road,2 BHK,1251.0,2.0,47.4,2,3788.968824940048
Somwar Peth,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Swargate,3 BHK,1400.0,2.0,67.0,3,4785.714285714285
Tilak Road,3 BHK,1800.0,3.0,260.0,3,14444.444444444445
Uruli Devachi,3 BHK,1703.0,3.0,113.0,3,6635.3493834409865
Vadgaon Budruk,5 BHK,2500.0,5.0,130.0,5,5200.0
Wadgaon Sheri,3 BHK,1250.0,3.0,71.0,3,5680.0
Viman Nagar,2 BHK,933.0,2.0,43.0,2,4608.788853161844
Vishrant Wadi,1 Bedroom,461.82,1.0,31.7,1,6864.146204148803
Wagholi,2 BHK,1262.0,2.0,75.0,2,5942.947702060222
Wakadewadi,2 BHK,915.0,2.0,48.0,2,5245.901639344263
Wanowrie,3 BHK,1370.0,2.0,61.5,3,4489.051094890511
Warje,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
Yerawada,3 BHK,2392.0,4.0,260.0,3,10869.565217391304
Alandi Road,3 Bedroom,1500.0,2.0,85.0,3,5666.666666666667
Ambegaon Budruk,2 BHK,1065.0,2.0,50.0,2,4694.835680751174
Anandnagar,4 BHK,3100.0,4.0,570.0,4,18387.09677419355
Aundh,3 BHK,1515.0,3.0,65.0,3,4290.42904290429
Aundh Road,4 Bedroom,1800.0,4.0,110.0,4,6111.111111111111
Balaji Nagar,3 BHK,1445.0,2.0,40.31,3,2789.61937716263
Baner,3 BHK,1300.0,2.0,55.0,3,4230.7692307692305
Baner road,2 BHK,989.0,2.0,60.0,2,6066.734074823054
Bhandarkar Road,2 BHK,1300.0,2.0,85.0,2,6538.461538461538
Bhavani Peth,3 BHK,1185.0,2.0,30.22,3,2550.2109704641352
Bibvewadi,5 Bedroom,1350.0,3.0,110.0,5,8148.148148148148
Bopodi,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
Budhwar Peth,2 BHK,1205.0,2.0,42.18,2,3500.414937759336
Bund Garden Road,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Camp,5 Bedroom,1320.0,5.0,199.0,5,15075.757575757576
Chandan Nagar,3 BHK,1500.0,2.0,125.0,3,8333.333333333334
Dapodi,3 BHK,1250.0,2.0,42.5,3,3400.0
Deccan Gymkhana,2 BHK,1199.0,2.0,50.0,2,4170.141784820684
Dehu Road,2 BHK,1385.0,2.0,83.09,2,5999.27797833935
Dhankawadi,6 Bedroom,1222.0,5.0,250.0,6,20458.265139116203
Dhayari Phata,2 BHK,1149.0,2.0,75.0,2,6527.415143603133
Dhole Patil Road,3 BHK,2180.0,3.0,170.0,3,7798.165137614679
Erandwane,8 Bedroom,1200.0,7.0,110.0,8,9166.666666666666
Fatima Nagar,10 BHK,12000.0,12.0,525.0,10,4375.0
Fergusson College Road,5 Bedroom,1200.0,5.0,195.0,5,16250.0
Ganesh Peth,3 BHK,1818.0,3.0,135.0,3,7425.742574257426
Ganeshkhind,2 BHK,1070.0,2.0,33.0,2,3084.11214953271
Ghorpade Peth,3 BHK,1640.0,3.0,241.0,3,14695.121951219513
Ghorpadi,3 BHK,1350.0,2.0,54.6,3,4044.4444444444443
Gokhale Nagar,2 BHK,630.0,1.0,27.0,2,4285.714285714285
Gultekdi,2 BHK,1430.0,2.0,113.0,2,7902.097902097902
Guruwar peth,3 BHK,2430.0,4.0,180.0,3,7407.407407407408
Hadapsar,6 Bedroom,1500.0,7.0,220.0,6,14666.666666666666
Hadapsar Industrial Estate,2 BHK,1084.0,2.0,55.0,2,5073.8007380073805
Hingne Khurd,3 BHK,1186.0,2.0,56.0,3,4721.753794266442
Jangali Maharaj Road,2 BHK,1255.0,2.0,50.0,2,3984.06374501992
Kalyani Nagar,4 BHK,3400.0,5.0,240.0,4,7058.823529411765
Karve Nagar,3 BHK,1541.0,3.0,69.84,3,4532.121998702141
Karve Road,4 BHK,3596.0,5.0,282.0,4,7842.046718576195
Kasba Peth,2 BHK,1295.0,2.0,70.0,2,5405.405405405405
Katraj,3 Bedroom,1000.0,4.0,110.0,3,11000.0
Khadaki,3 BHK,2820.0,3.0,285.0,3,10106.382978723404
Khadki,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Kharadi,2 BHK,1100.0,2.0,40.0,2,3636.3636363636365
Kondhwa,4 BHK,4772.0,6.0,510.0,4,10687.34283319363
Kondhwa Budruk,2 BHK,1370.0,2.0,170.0,2,12408.759124087592
Kondhwa Khurd,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Koregaon Park,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
Kothrud,4 Bedroom,2000.0,3.0,95.0,4,4750.0
Law College Road,4 BHK,3500.0,4.0,300.0,4,8571.42857142857
Laxmi Road,5 Bedroom,1200.0,4.0,240.0,5,20000.0
Lulla Nagar,4 Bedroom,2400.0,5.0,253.0,4,10541.666666666666
Mahatma Gandhi Road,3 BHK,1220.0,3.0,62.0,3,5081.9672131147545
Mangalwar peth,3 Bedroom,1950.0,3.0,130.0,3,6666.666666666667
Manik Bagh,2 BHK,1178.0,2.0,73.0,2,6196.9439728353145
Market yard,3 BHK,1286.0,3.0,61.44,3,4777.604976671851
Model colony,2 BHK,1160.0,2.0,42.0,2,3620.689655172414
Mukund Nagar,2 BHK,918.0,2.0,55.0,2,5991.285403050109
Mundhawa,3 BHK,1563.0,3.0,91.84,3,5875.879718490083
Nagar Road,2 BHK,1326.0,2.0,62.17,2,4688.536953242836
Nana Peth,3 BHK,1350.0,2.0,140.0,3,10370.37037037037
Narayan Peth,4 BHK,3960.0,5.0,386.0,4,9747.474747474747
Narayangaon,2 BHK,1240.0,2.0,39.06,2,3150.0
Navi Peth,2 BHK,1325.0,2.0,50.0,2,3773.5849056603774
Padmavati,2 BHK,1100.0,2.0,44.0,2,4000.0
Parvati Darshan,3 BHK,3875.0,3.0,800.0,3,20645.16129032258
Pashan,3 BHK,1605.0,3.0,50.0,3,3115.264797507788
Paud Road,5 BHK,5600.0,5.0,515.0,5,9196.42857142857
Pirangut,2 BHK,1260.0,2.0,60.0,2,4761.9047619047615
Prabhat Road,3 BHK,1553.0,3.0,83.09,3,5350.289761751449
Pune Railway Station,2 BHK,1280.0,2.0,52.0,2,4062.5
Rasta Peth,3 BHK,1550.0,2.0,75.0,3,4838.709677419355
Raviwar Peth,3 BHK,1445.0,2.0,125.0,3,8650.519031141868
Sadashiv Peth,3 BHK,1550.0,3.0,74.0,3,4774.193548387097
Sahakar Nagar,3 BHK,1515.0,2.0,80.91,3,5340.59405940594
Salunke Vihar,3 BHK,1332.0,2.0,86.12,3,6465.465465465465
Sasson Road,3 BHK,1652.0,3.0,70.0,3,4237.28813559322
Satara Road,3 BHK,1570.0,3.0,105.0,3,6687.898089171975
Senapati Bapat Road,4 Bedroom,5400.0,4.0,725.0,4,13425.925925925925
Shaniwar Peth,1 BHK,794.0,1.0,60.0,1,7556.675062972292
Shivaji Nagar,3 Bedroom,1200.0,2.0,62.0,3,5166.666666666667
Shukrawar Peth,4 Bedroom,3600.0,3.0,410.0,4,11388.888888888889
Sinhagad Road,3 Bedroom,1200.0,3.0,175.0,3,14583.333333333334
Somwar Peth,4 BHK,1650.0,3.0,220.0,4,13333.333333333334
Swargate,4 Bedroom,600.0,2.0,85.0,4,14166.666666666666
Tilak Road,3 BHK,2800.0,3.0,250.0,3,8928.57142857143
Uruli Devachi,3 BHK,1750.0,3.0,110.0,3,6285.714285714285
Vadgaon Budruk,2 BHK,1053.0,2.0,48.0,2,4558.404558404558
Wadgaon Sheri,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Viman Nagar,3 BHK,1665.0,3.0,70.0,3,4204.204204204204
Vishrant Wadi,4 Bedroom,4051.0,4.0,345.0,4,8516.415699827203
Wagholi,4 Bedroom,5500.0,5.0,1500.0,4,27272.727272727272
Wakadewadi,3 BHK,1447.0,3.0,80.0,3,5528.6800276434005
Wanowrie,2 BHK,1012.0,2.0,75.0,2,7411.067193675889
Warje,3 BHK,1900.0,3.0,60.0,3,3157.8947368421054
Yerawada,2 BHK,1308.0,2.0,92.66,2,7084.0978593272175
Alandi Road,4 BHK,3250.0,4.0,230.0,4,7076.923076923077
Ambegaon Budruk,1 BHK,1351.0,2.0,53.0,1,3923.019985196151
Anandnagar,2 BHK,1000.0,2.0,22.0,2,2200.0
Aundh,4 Bedroom,1200.0,4.0,350.0,4,29166.666666666668
Aundh Road,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
Balaji Nagar,4 BHK,3181.0,4.0,260.5,4,8189.248663942157
Baner,3 BHK,1250.0,2.0,55.0,3,4400.0
Baner road,3 BHK,1290.0,3.0,45.15,3,3500.0
Bhandarkar Road,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Bhavani Peth,3 BHK,1320.0,2.0,60.6,3,4590.909090909091
Bibvewadi,3 BHK,1662.0,3.0,85.5,3,5144.404332129964
Bopodi,5 BHK,8321.0,5.0,2700.0,5,32448.02307414974
Budhwar Peth,2 BHK,1200.0,2.0,45.0,2,3750.0
Bund Garden Road,3 BHK,1975.0,3.0,210.0,3,10632.911392405063
Camp,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
Chandan Nagar,3 BHK,1777.0,3.0,100.0,3,5627.462014631401
Dapodi,3 BHK,1900.0,3.0,108.0,3,5684.210526315789
Deccan Gymkhana,3 BHK,1576.0,3.0,59.1,3,3750.0
Dehu Road,2 BHK,1020.0,2.0,41.0,2,4019.607843137255
Dhankawadi,3 BHK,2100.0,3.0,170.0,3,8095.238095238095
Dhayari Phata,1 BHK,648.0,1.0,31.75,1,4899.691358024691
Dhole Patil Road,3 BHK,1167.0,2.0,38.0,3,3256.212510711225
Erandwane,7 Bedroom,1000.0,7.0,160.0,7,16000.0
Fatima Nagar,2 BHK,1220.0,2.0,50.89,2,4171.311475409836
Fergusson College Road,3 BHK,2350.0,5.0,327.0,3,13914.893617021276
Ganesh Peth,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
Ganeshkhind,4 Bedroom,2000.0,4.0,82.0,4,4100.0
Ghorpade Peth,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
Ghorpadi,3 BHK,1991.0,3.0,160.0,3,8036.162732295329
Gokhale Nagar,3 BHK,1665.0,3.0,110.0,3,6606.606606606607
Gultekdi,2 BHK,1234.0,2.0,61.0,2,4943.273905996759
Guruwar peth,3 BHK,1340.0,2.0,64.31,3,4799.253731343284
Hadapsar,2 BHK,1170.0,2.0,46.79,2,3999.1452991452993
Hadapsar Industrial Estate,2 BHK,995.0,2.0,46.0,2,4623.115577889447
Hingne Khurd,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
Jangali Maharaj Road,2 BHK,1025.0,2.0,54.5,2,5317.073170731707
Kalyani Nagar,3 BHK,2721.0,3.0,113.0,3,4152.884968761485
Karve Nagar,3 BHK,2000.0,3.0,99.0,3,4950.0
Karve Road,4 BHK,2500.0,4.0,155.0,4,6200.0
Kasba Peth,2 BHK,1325.0,2.0,70.0,2,5283.018867924528
Katraj,2 BHK,1314.0,2.0,68.2,2,5190.258751902587
Khadaki,3 BHK,2265.0,3.0,136.0,3,6004.415011037528
Khadki,7 Bedroom,4800.0,7.0,170.0,7,3541.6666666666665
Kharadi,2 BHK,1026.0,2.0,41.0,2,3996.101364522417
Kondhwa,3 BHK,1200.0,3.0,66.0,3,5500.0
Kondhwa Budruk,3 BHK,2220.0,4.0,65.0,3,2927.927927927928
Kondhwa Khurd,2 BHK,1192.5,2.0,51.22,2,4295.17819706499
Koregaon Park,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Kothrud,3 BHK,1888.0,4.0,95.0,3,5031.779661016949
Law College Road,2 BHK,1300.0,2.0,90.87,2,6990.0
Laxmi Road,2 BHK,1216.0,2.0,97.16,2,7990.131578947368
Lulla Nagar,4 Bedroom,3000.0,4.0,342.0,4,11400.0
Mahatma Gandhi Road,3 BHK,1559.0,3.0,63.0,3,4041.0519563822963
Mangalwar peth,2 BHK,1290.0,2.0,87.0,2,6744.186046511628
Manik Bagh,6 Bedroom,2400.0,6.0,245.0,6,10208.333333333334
Market yard,1 BHK,905.0,1.0,55.0,1,6077.348066298343
Model colony,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Mukund Nagar,2 BHK,829.0,2.0,22.8,2,2750.301568154403
Mundhawa,2 BHK,1900.0,2.0,200.0,2,10526.315789473685
Nana Peth,3 BHK,1300.0,3.0,60.0,3,4615.384615384615
Narayan Peth,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
Narayangaon,3 BHK,2409.0,3.0,360.0,3,14943.960149439601
Navi Peth,3 BHK,2150.0,4.0,125.0,3,5813.953488372093
Padmavati,3 BHK,1305.0,2.0,69.0,3,5287.35632183908
Parvati Darshan,2 BHK,1252.0,2.0,56.32,2,4498.402555910543
Pashan,5 Bedroom,2400.0,5.0,250.0,5,10416.666666666666
Paud Road,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Pirangut,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Prabhat Road,2 BHK,545.0,1.0,35.0,2,6422.018348623853
Pune Railway Station,2 Bedroom,1375.0,2.0,105.0,2,7636.363636363636
Rasta Peth,2 BHK,1313.0,2.0,66.5,2,5064.737242955065
Raviwar Peth,4 Bedroom,3640.0,4.0,275.0,4,7554.945054945055
Sadashiv Peth,3 BHK,1693.0,3.0,108.0,3,6379.208505611341
Sahakar Nagar,2 BHK,1160.0,2.0,41.75,2,3599.137931034483
Salunke Vihar,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
Sasson Road,3 BHK,1255.0,2.0,79.0,3,6294.820717131474
Satara Road,4 Bedroom,1000.0,4.0,75.0,4,7500.0
Senapati Bapat Road,2 BHK,900.0,2.0,45.0,2,5000.0
Shaniwar Peth,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
Shivaji Nagar,3 BHK,1875.0,3.0,180.0,3,9600.0
Shukrawar Peth,3 BHK,1700.0,3.0,88.0,3,5176.470588235294
Sinhagad Road,3 BHK,1749.0,3.0,115.0,3,6575.18582046884
Somwar Peth,2 Bedroom,1500.0,3.0,65.0,2,4333.333333333333
Swargate,2 BHK,1175.0,2.0,48.0,2,4085.1063829787236
Tilak Road,2 BHK,1280.0,2.0,60.0,2,4687.5
Uruli Devachi,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Vadgaon Budruk,3 BHK,1610.0,2.0,115.0,3,7142.857142857143
Wadgaon Sheri,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
Viman Nagar,2 Bedroom,1200.0,2.0,66.0,2,5500.0
Vishrant Wadi,2 BHK,1127.0,2.0,50.0,2,4436.557231588287
Wagholi,2 BHK,1210.0,2.0,102.0,2,8429.752066115703
Wakadewadi,2 BHK,600.0,2.0,23.0,2,3833.3333333333335
Wanowrie,4 BHK,4190.0,4.0,380.0,4,9069.212410501194
Warje,2 BHK,1364.0,2.0,70.0,2,5131.964809384164
Yerawada,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
Alandi Road,3 BHK,1150.0,2.0,77.5,3,6739.130434782609
Ambegaon Budruk,2 BHK,1146.0,2.0,39.5,2,3446.7713787085513
Anandnagar,2 BHK,1345.0,2.0,55.0,2,4089.2193308550186
Aundh,2 BHK,1110.0,2.0,41.0,2,3693.6936936936936
Aundh Road,2 BHK,750.0,2.0,36.0,2,4800.0
Balaji Nagar,2 BHK,1156.0,2.0,49.5,2,4282.006920415225
Baner,2 BHK,1247.0,2.0,59.8,2,4795.50922213312
Baner road,2 BHK,1058.0,2.0,60.0,2,5671.077504725898
Bhandarkar Road,2 BHK,950.0,2.0,48.0,2,5052.631578947368
Bhavani Peth,2 BHK,420.0,2.0,35.0,2,8333.333333333334
Bibvewadi,4 Bedroom,600.0,2.0,90.0,4,15000.0
Bopodi,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
Budhwar Peth,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
